       Cycle  Month  Quarter  Failure_Percentage  Num_Previous_Execution  Verdict       LastRan  LastResults  gap_cats
6168     179      7        3            0.169492                5.176150        0  1.467827e+09            0         0
6169     180      7        3            0.168539                5.181784        0  1.467913e+09            0         1
6170     181      7        3            0.167598                5.187386        0  1.467999e+09            0         1
6171     182      7        3            0.166667                5.192957        0  1.468086e+09            0         1
6172     183      7        3            0.165746                5.198497        0  1.468172e+09            0         1
6173     184      7        3            0.164835                5.204007        0  1.468259e+09            0         0
6174     185      7        3            0.163934                5.209486        0  1.468345e+09            0         1
6175     186      7        3            0.163043                5.214936        0  1.468431e+09            0         1
6176     187      7        3            0.162162                5.220356        0  1.468518e+09            0         0
6177     188      7        3            0.161290                5.225747        0  1.468604e+09            0         1
6178     189      7        3            0.160428                5.231109        0  1.468691e+09            0         1
6179     192      7        3            0.159574                5.236442        0  1.468863e+09            0         2
6180     193      7        3            0.158730                5.241747        0  1.468950e+09            0         1
6181     194      7        3            0.157895                5.247024        0  1.469036e+09            0         0
6182     195      7        3            0.157068                5.252273        0  1.469123e+09            0         1
6183     196      7        3            0.156250                5.257495        0  1.469209e+09            0         1
6184     197      7        3            0.155440                5.262690        0  1.469295e+09            0         0
6185     199      7        3            0.154639                5.267858        0  1.469468e+09            0         2
6186     200      7        3            0.153846                5.273000        0  1.469555e+09            0         1
6187     201      7        3            0.153061                5.278115        1  1.469641e+09            0         0
6188     202      7        3            0.157360                5.283204        0  1.469727e+09            1         1
6189     203      7        3            0.156566                5.288267        0  1.469814e+09            0         1
6190     204      7        3            0.155779                5.293305        0  1.469900e+09            0         1
6191     205      7        3            0.155000                5.298317        0  1.469987e+09            0         1
6192     206      8        3            0.154229                5.303305        0  1.470073e+09            0         0
6193     207      8        3            0.153465                5.308268        0  1.470142e+09            0         0
6194     207      8        3            0.152709                5.313206        0  1.470159e+09            0         0
6195     208      8        3            0.151961                5.318120        0  1.470246e+09            0         1
6196     211      8        3            0.151220                5.323010        0  1.470505e+09            0         2
6197     213      8        3            0.150485                5.327876        0  1.470678e+09            0         2
6198     214      8        3            0.149758                5.332719        0  1.470764e+09            0         1
6199     215      8        3            0.149038                5.337538        0  1.470851e+09            0         0
6200     216      8        3            0.148325                5.342334        0  1.470937e+09            0         1
6201     217      8        3            0.147619                5.347108        0  1.471023e+09            0         1
6202     218      8        3            0.146919                5.351858        1  1.471110e+09            0         0
6203     219      8        3            0.150943                5.356586        1  1.471197e+09            1         1
6204     220      8        3            0.154930                5.361292        1  1.471284e+09            1         1
6205     220      8        3            0.158879                5.365976        1  1.471346e+09            1         0
6206     221      8        3            0.162791                5.370638        0  1.471369e+09            1         0
6207     221      8        3            0.162037                5.375278        1  1.471430e+09            0         0
6208     222      8        3            0.165899                5.379897        1  1.471455e+09            1         0
6209     223      8        3            0.169725                5.384495        1  1.471526e+09            1         0
6210     223      8        3            0.173516                5.389072        1  1.471531e+09            1         0
6211     223      8        3            0.177273                5.393628        1  1.471542e+09            1         0
6212     223      8        3            0.180995                5.398163        1  1.471593e+09            1         0
6213     223      8        3            0.184685                5.402677        0  1.471599e+09            1         0
6214     224      8        3            0.183857                5.407172        1  1.471628e+09            0         0
6215     225      8        3            0.187500                5.411646        0  1.471713e+09            1         0
6216     226      8        3            0.186667                5.416100        1  1.471801e+09            0         1
6217     227      8        3            0.190265                5.420535        0  1.471886e+09            1         0
6218     229      8        3            0.189427                5.424950        1  1.471974e+09            0         1
6219     230      8        3            0.192982                5.429346        0  1.472059e+09            1         0
6220     231      8        3            0.192140                5.433722        1  1.472148e+09            0         1
6221     231      8        3            0.195652                5.438079        1  1.472230e+09            1         0
6222     232      8        3            0.199134                5.442418        1  1.472231e+09            1         0
6223     232      8        3            0.202586                5.446737        1  1.472237e+09            1         0
6224     232      8        3            0.206009                5.451038        1  1.472241e+09            1         0
6225     232      8        3            0.209402                5.455321        1  1.472242e+09            1         0
6226     232      8        3            0.212766                5.459586        1  1.472250e+09            1         0
6227     234      8        3            0.216102                5.463832        1  1.472387e+09            1         1
6228     234      8        3            0.219409                5.468060        1  1.472407e+09            1         0
6229     235      8        3            0.222689                5.472271        0  1.472491e+09            1         0
6230     237      8        3            0.221757                5.476464        0  1.472633e+09            0         1
6231     237      8        3            0.220833                5.480639        1  1.472653e+09            0         0
6232     237      8        3            0.224066                5.484797        1  1.472659e+09            1         0
6233     237      8        3            0.227273                5.488938        0  1.472663e+09            1         0
6234     238      8        3            0.226337                5.493061        1  1.472678e+09            0         0
6235     238      9        3            0.229508                5.497168        1  1.472717e+09            1         0
6236     238      9        3            0.232653                5.501258        1  1.472723e+09            1         0
6237     238      9        3            0.235772                5.505332        0  1.472739e+09            1         0
6238     238      9        3            0.234818                5.509388        0  1.472752e+09            0         0
6239     239      9        3            0.233871                5.513429        1  1.472810e+09            0         0
6240     239      9        3            0.236948                5.517453        1  1.472813e+09            1         0
6241     239      9        3            0.240000                5.521461        1  1.472821e+09            1         0
6242     239      9        3            0.243028                5.525453        1  1.472831e+09            1         0
6243     240      9        3            0.246032                5.529429        1  1.472857e+09            1         0
6244     240      9        3            0.249012                5.533389        0  1.472860e+09            1         0
6245     240      9        3            0.248031                5.537334        0  1.472899e+09            0         0
6246     241      9        3            0.247059                5.541264        0  1.472927e+09            0         0
6247     242      9        3            0.246094                5.545177        0  1.473014e+09            0         1
6248     243      9        3            0.245136                5.549076        0  1.473098e+09            0         0
6249     244      9        3            0.244186                5.552960        0  1.473159e+09            0         0
6250     244      9        3            0.243243                5.556828        0  1.473183e+09            0         0
6251     245      9        3            0.242308                5.560682        0  1.473270e+09            0         1
6252     246      9        3            0.241379                5.564520        0  1.473357e+09            0         1
6253     247      9        3            0.240458                5.568345        0  1.473443e+09            0         0
6254     248      9        3            0.239544                5.572154        0  1.473529e+09            0         0
6255     249      9        3            0.238636                5.575949        0  1.473616e+09            0         1
6256     250      9        3            0.237736                5.579730        0  1.473702e+09            0         0
6257     251      9        3            0.236842                5.583496        0  1.473754e+09            0         0
6258     251      9        3            0.235955                5.587249        0  1.473788e+09            0         0
6259     252      9        3            0.235075                5.590987        0  1.473875e+09            0         1
6260     253      9        3            0.234201                5.594711        0  1.473961e+09            0         0
6261     254      9        3            0.233333                5.598422        0  1.474047e+09            0         1
6262     255      9        3            0.232472                5.602119        0  1.474134e+09            0         1
6263     256      9        3            0.231618                5.605802        0  1.474220e+09            0         1
6264     257      9        3            0.230769                5.609472        0  1.474307e+09            0         0
6265     258      9        3            0.229927                5.613128        0  1.474393e+09            0         1
6266     259      9        3            0.229091                5.616771        0  1.474479e+09            0         1
6267     260      9        3            0.228261                5.620401        0  1.474566e+09            0         1
6268     261      9        3            0.227437                5.624018        0  1.474652e+09            0         1
6269     262      9        3            0.226619                5.627621        1  1.474738e+09            0         0
6270     263      9        3            0.229391                5.631212        1  1.474823e+09            1         0
6271     265      9        3            0.232143                5.634790        0  1.474911e+09            1         1
6272     266      9        3            0.231317                5.638355        0  1.474998e+09            0         1
6273     267      9        3            0.230496                5.641907        0  1.475084e+09            0         1
6274     268      9        3            0.229682                5.645447        0  1.475171e+09            0         0
6275     269      9        3            0.228873                5.648974        0  1.475257e+09            0         1
6276     270     10        4            0.228070                5.652489        0  1.475343e+09            0         1
6277     271     10        4            0.227273                5.655992        0  1.475431e+09            0         1
6278     272     10        4            0.226481                5.659482        0  1.475516e+09            0         0
6279     273     10        4            0.225694                5.662960        0  1.475603e+09            0         1
6280     274     10        4            0.224913                5.666427        0  1.475689e+09            0         1
6281     275     10        4            0.224138                5.669881        0  1.475775e+09            0         1
6282     276     10        4            0.223368                5.673323        0  1.475862e+09            0         1
6283     277     10        4            0.222603                5.676754        0  1.475948e+09            0         1
6284     278     10        4            0.221843                5.680173        0  1.476035e+09            0         1
6285     279     10        4            0.221088                5.683580        0  1.476121e+09            0         0
6286     280     10        4            0.220339                5.686975        0  1.476207e+09            0         1
6287     281     10        4            0.219595                5.690359        0  1.476294e+09            0         1
6288     282     10        4            0.218855                5.693732        0  1.476380e+09            0         0
6289     283     10        4            0.218121                5.697093        0  1.476467e+09            0         1
6290     284     10        4            0.217391                5.700444        0  1.476553e+09            0         1
6291     285     10        4            0.216667                5.703782        0  1.476640e+09            0         1
6292     286     10        4            0.215947                5.707110        0  1.476726e+09            0         0
6293     286     10        4            0.215232                5.710427        0  1.476776e+09            0         0
6294     287     10        4            0.214521                5.713733        0  1.476812e+09            0         0
6295     288     10        4            0.213816                5.717028        0  1.476899e+09            0         0
6296     289     10        4            0.213115                5.720312        0  1.476985e+09            0         1
6297     290     10        4            0.212418                5.723585        0  1.477071e+09            0         0
6298     291     10        4            0.211726                5.726848        0  1.477158e+09            0         1
6299     292     10        4            0.211039                5.730100        0  1.477245e+09            0         1
6300     293     10        4            0.210356                5.733341        0  1.477331e+09            0         0
6301     293     10        4            0.209677                5.736572        0  1.477391e+09            0         0
6302     294     10        4            0.209003                5.739793        0  1.477472e+09            0         0
6303     295     10        4            0.208333                5.743003        0  1.477503e+09            0         0
6304     296     10        4            0.207668                5.746203        0  1.477590e+09            0         1
6305     297     10        4            0.207006                5.749393        0  1.477636e+09            0         0
6306     297     10        4            0.206349                5.752573        0  1.477676e+09            0         0
6307     298     10        4            0.205696                5.755742        0  1.477763e+09            0         1
6308     299     10        4            0.205047                5.758902        0  1.477853e+09            0         1
6309     300     10        4            0.204403                5.762051        0  1.477939e+09            0         0
6310     301     11        4            0.203762                5.765191        0  1.478025e+09            0         1
6311     302     11        4            0.203125                5.768321        0  1.478112e+09            0         1
6312     303     11        4            0.202492                5.771441        0  1.478198e+09            0         1
6313     304     11        4            0.201863                5.774552        0  1.478285e+09            0         0
6314     305     11        4            0.201238                5.777652        0  1.478371e+09            0         1
6315     306     11        4            0.200617                5.780744        0  1.478458e+09            0         1
6316     307     11        4            0.200000                5.783825        0  1.478544e+09            0         0
6317     308     11        4            0.199387                5.786897        0  1.478631e+09            0         1
6318     309     11        4            0.198777                5.789960        0  1.478717e+09            0         1
6319     310     11        4            0.198171                5.793014        0  1.478803e+09            0         1
6320     311     11        4            0.197568                5.796058        0  1.478890e+09            0         1
6321     312     11        4            0.196970                5.799093        0  1.478976e+09            0         1
6322     314     11        4            0.196375                5.802118        0  1.479063e+09            0         1
6323     314     11        4            0.195783                5.805135        0  1.479149e+09            0         0
6324     315     11        4            0.195195                5.808142        0  1.479236e+09            0         1
6325     316     11        4            0.194611                5.811141        0  1.479322e+09            0         1
6326     318     11        4            0.194030                5.814131        0  1.479409e+09            0         1
6327     319     11        4            0.193452                5.817111        0  1.479496e+09            0         1
6328     320     11        4            0.192878                5.820083        0  1.479583e+09            0         1
6329     322     11        4            0.192308                5.823046        0  1.479755e+09            0         1
6330     323     11        4            0.191740                5.826000        0  1.479842e+09            0         1
6331     324     11        4            0.191176                5.828946        0  1.479928e+09            0         1
6332     325     11        4            0.190616                5.831882        0  1.480015e+09            0         1
6333     326     11        4            0.190058                5.834811        1  1.480099e+09            0         0
6334     327     11        4            0.192420                5.837730        0  1.480188e+09            1         1
6335     330     11        4            0.191860                5.840642        0  1.480340e+09            0         1
6336     330     11        4            0.191304                5.843544        0  1.480358e+09            0         0
6337     331     11        4            0.190751                5.846439        0  1.480445e+09            0         1
6338     332     11        4            0.190202                5.849325        0  1.480531e+09            0         0
6339     333     12        4            0.189655                5.852202        0  1.480618e+09            0         1
6340     336     12        4            0.189112                5.855072        1  1.480877e+09            0         2
6341     337     12        4            0.191429                5.857933        0  1.480963e+09            1         1
6342     338     12        4            0.190883                5.860786        0  1.481050e+09            0         1
6343     339     12        4            0.190341                5.863631        0  1.481136e+09            0         1
6344     340     12        4            0.189802                5.866468        0  1.481222e+09            0         0
6345     341     12        4            0.189266                5.869297        0  1.481309e+09            0         1
6346     342     12        4            0.188732                5.872118        0  1.481395e+09            0         1
6347     343     12        4            0.188202                5.874931        0  1.481482e+09            0         1
6348     344     12        4            0.187675                5.877736        0  1.481568e+09            0         0
6349     345     12        4            0.187151                5.880533        0  1.481654e+09            0         0
6350     348     12        4            0.186630                5.883322        0  1.481827e+09            0         2
6351     349     12        4            0.186111                5.886104        0  1.481914e+09            0         1
6352     351     12        4            0.185596                5.888878        0  1.482173e+09            0         2
6353     352     12        4            0.185083                5.891644        0  1.482259e+09            0         1
6354       3      1        1            0.000000                0.000000        0  1.452707e+09            0         0
6355       4      1        1            0.000000                0.693147        0  1.452797e+09            0         1
6356       4      1        1            0.000000                1.098612        0  1.452816e+09            0         0
6357       5      1        1            0.000000                1.386294        0  1.452902e+09            0         1
6358       6      1        1            0.000000                1.609438        0  1.452989e+09            0         1
6359       7      1        1            0.000000                1.791759        0  1.453075e+09            0         1
6360       8      1        1            0.000000                1.945910        0  1.453161e+09            0         0
6361       9      1        1            0.000000                2.079442        0  1.453218e+09            0         0
6362       9      1        1            0.000000                2.197225        0  1.453248e+09            0         0
6363      10      1        1            0.000000                2.302585        0  1.453334e+09            0         1
6364      11      1        1            0.000000                2.397895        0  1.453408e+09            0         0
6365      11      1        1            0.000000                2.484907        0  1.453420e+09            0         0
6366      12      1        1            0.000000                2.564949        0  1.453486e+09            0         0
6367      12      1        1            0.000000                2.639057        0  1.453495e+09            0         0
6368      12      1        1            0.000000                2.708050        0  1.453507e+09            0         0
6369      13      1        1            0.000000                2.772589        0  1.453593e+09            0         0
6370      14      1        1            0.000000                2.833213        0  1.453680e+09            0         1
6371      15      1        1            0.000000                2.890372        0  1.453766e+09            0         0
6372      16      1        1            0.000000                2.944439        0  1.453852e+09            0         1
6373      17      1        1            0.000000                2.995732        0  1.453939e+09            0         1
6374      18      1        1            0.000000                3.044522        0  1.454025e+09            0         0
6375      19      1        1            0.000000                3.091042        0  1.454112e+09            0         1
6376      20      1        1            0.000000                3.135494        0  1.454198e+09            0         0
6377      21      1        1            0.000000                3.178054        0  1.454284e+09            0         0
6378      22      2        1            0.000000                3.218876        0  1.454371e+09            0         1
6379      23      2        1            0.000000                3.258097        0  1.454457e+09            0         1
6380      24      2        1            0.000000                3.295837        0  1.454544e+09            0         0
6381      26      2        1            0.000000                3.332205        0  1.454630e+09            0         1
6382      27      2        1            0.000000                3.367296        0  1.454717e+09            0         1
6383      28      2        1            0.000000                3.401197        0  1.454803e+09            0         0
6384      29      2        1            0.000000                3.433987        0  1.454889e+09            0         1
6385      30      2        1            0.000000                3.465736        0  1.454976e+09            0         1
6386      31      2        1            0.000000                3.496508        0  1.455062e+09            0         0
6387      32      2        1            0.000000                3.526361        0  1.455149e+09            0         0
6388      32      2        1            0.000000                3.555348        0  1.455176e+09            0         0
6389      32      2        1            0.000000                3.583519        0  1.455199e+09            0         0
6390      33      2        1            0.000000                3.610918        0  1.455235e+09            0         0
6391      33      2        1            0.000000                3.637586        0  1.455268e+09            0         0
6392      34      2        1            0.000000                3.663562        1  1.455321e+09            0         0
6393      35      2        1            0.025000                3.688879        1  1.455408e+09            1         1
6394      36      2        1            0.048780                3.713572        1  1.455494e+09            1         1
6395      38      2        1            0.071429                3.737670        0  1.455616e+09            1         1
6396      38      2        1            0.069767                3.761200        0  1.455667e+09            0         0
6397      39      2        1            0.068182                3.784190        0  1.455756e+09            0         1
6398      40      2        1            0.066667                3.806662        0  1.455843e+09            0         1
6399      41      2        1            0.065217                3.828641        0  1.455874e+09            0         0
6400      41      2        1            0.063830                3.850148        0  1.455899e+09            0         0
6401      41      2        1            0.062500                3.871201        0  1.455926e+09            0         0
6402      44      2        1            0.061224                3.891820        0  1.456185e+09            0         2
6403      45      2        1            0.060000                3.912023        0  1.456271e+09            0         0
6404      46      2        1            0.058824                3.931826        0  1.456358e+09            0         0
6405      47      2        1            0.057692                3.951244        0  1.456444e+09            0         1
6406      48      2        1            0.056604                3.970292        0  1.456532e+09            0         1
6407      49      2        1            0.055556                3.988984        0  1.456619e+09            0         1
6408      50      2        1            0.054545                4.007333        0  1.456696e+09            0         0
6409      51      2        1            0.053571                4.025352        0  1.456782e+09            0         0
6410      52      3        1            0.052632                4.043051        0  1.456868e+09            0         1
6411      53      3        1            0.051724                4.060443        0  1.456957e+09            0         1
6412      54      3        1            0.050847                4.077537        0  1.457043e+09            0         1
6413      55      3        1            0.050000                4.094345        0  1.457129e+09            0         0
6414      56      3        1            0.049180                4.110874        0  1.457215e+09            0         1
6415      57      3        1            0.048387                4.127134        0  1.457302e+09            0         1
6416      58      3        1            0.047619                4.143135        0  1.457388e+09            0         1
6417      59      3        1            0.046875                4.158883        0  1.457475e+09            0         1
6418      60      3        1            0.046154                4.174387        0  1.457550e+09            0         0
6419      61      3        1            0.045455                4.189655        0  1.457636e+09            0         0
6420      62      3        1            0.044776                4.204693        0  1.457723e+09            0         1
6421      63      3        1            0.044118                4.219508        0  1.457809e+09            0         0
6422      64      3        1            0.043478                4.234107        0  1.457896e+09            0         1
6423      65      3        1            0.042857                4.248495        0  1.457982e+09            0         0
6424      66      3        1            0.042254                4.262680        0  1.458067e+09            0         0
6425      67      3        1            0.041667                4.276666        0  1.458154e+09            0         1
6426      68      3        1            0.041096                4.290459        0  1.458240e+09            0         1
6427      69      3        1            0.040541                4.304065        0  1.458326e+09            0         1
6428      70      3        1            0.040000                4.317488        0  1.458413e+09            0         1
6429      71      3        1            0.039474                4.330733        0  1.458499e+09            0         1
6430      72      3        1            0.038961                4.343805        0  1.458586e+09            0         1
6431      73      3        1            0.038462                4.356709        0  1.458672e+09            0         1
6432      74      3        1            0.037975                4.369448        0  1.458758e+09            0         1
6433      75      3        1            0.037500                4.382027        0  1.458845e+09            0         0
6434      76      3        1            0.037037                4.394449        0  1.458931e+09            0         1
6435      77      3        1            0.036585                4.406719        0  1.459018e+09            0         1
6436      80      3        1            0.036145                4.418841        0  1.459187e+09            0         2
6437      81      3        1            0.035714                4.430817        0  1.459273e+09            0         1
6438      82      3        1            0.035294                4.442651        0  1.459360e+09            0         1
6439      83      3        1            0.034884                4.454347        0  1.459446e+09            0         1
6440      83      4        2            0.034483                4.465908        1  1.459530e+09            0         0
6441      84      4        2            0.045455                4.477337        1  1.459616e+09            1         1
6442      85      4        2            0.056180                4.488636        1  1.459703e+09            1         1
6443      86      4        2            0.066667                4.499810        1  1.459789e+09            1         1
6444      87      4        2            0.076923                4.510860        0  1.459843e+09            1         0
6445      88      4        2            0.076087                4.521789        0  1.459878e+09            0         0
6446      89      4        2            0.075269                4.532599        0  1.459964e+09            0         1
6447      90      4        2            0.074468                4.543295        0  1.460051e+09            0         1
6448      91      4        2            0.073684                4.553877        0  1.460137e+09            0         1
6449      92      4        2            0.072917                4.564348        0  1.460224e+09            0         1
6450      93      4        2            0.072165                4.574711        0  1.460310e+09            0         1
6451      94      4        2            0.071429                4.584967        0  1.460396e+09            0         0
6452      95      4        2            0.070707                4.595120        0  1.460483e+09            0         1
6453      96      4        2            0.070000                4.605170        0  1.460569e+09            0         1
6454      97      4        2            0.069307                4.615121        0  1.460656e+09            0         1
6455      98      4        2            0.068627                4.624973        1  1.460742e+09            0         0
6456      99      4        2            0.077670                4.634729        1  1.460828e+09            1         1
6457     101      4        2            0.086538                4.644391        1  1.460918e+09            1         1
6458     102      4        2            0.095238                4.653960        1  1.461001e+09            1         0
6459     103      4        2            0.103774                4.663439        1  1.461087e+09            1         1
6460     104      4        2            0.112150                4.672829        0  1.461147e+09            1         0
6461     104      4        2            0.111111                4.682131        0  1.461174e+09            0         0
6462     105      4        2            0.110092                4.691348        0  1.461260e+09            0         1
6463     106      4        2            0.109091                4.700480        0  1.461347e+09            0         1
6464     107      4        2            0.108108                4.709530        0  1.461433e+09            0         1
6465     109      4        2            0.107143                4.718499        0  1.461520e+09            0         1
6466     110      4        2            0.106195                4.727388        0  1.461606e+09            0         1
6467     111      4        2            0.105263                4.736198        0  1.461692e+09            0         1
6468     111      4        2            0.104348                4.744932        0  1.461779e+09            0         0
6469     114      5        2            0.103448                4.753590        0  1.462211e+09            0         2
6470     115      5        2            0.102564                4.762174        0  1.462297e+09            0         1
6471     116      5        2            0.101695                4.770685        0  1.462384e+09            0         1
6472     117      5        2            0.100840                4.779123        0  1.462470e+09            0         1
6473     118      5        2            0.100000                4.787492        0  1.462556e+09            0         1
6474     119      5        2            0.099174                4.795791        0  1.462643e+09            0         1
6475     120      5        2            0.098361                4.804021        0  1.462729e+09            0         1
6476     121      5        2            0.097561                4.812184        0  1.462816e+09            0         1
6477     122      5        2            0.096774                4.820282        0  1.462902e+09            0         0
6478     123      5        2            0.096000                4.828314        1  1.462988e+09            0         0
6479     124      5        2            0.103175                4.836282        1  1.463075e+09            1         1
6480     125      5        2            0.110236                4.844187        0  1.463161e+09            1         1
6481     126      5        2            0.109375                4.852030        0  1.463248e+09            0         1
6482     127      5        2            0.108527                4.859812        0  1.463334e+09            0         1
6483     128      5        2            0.107692                4.867534        0  1.463420e+09            0         0
6484     129      5        2            0.106870                4.875197        0  1.463507e+09            0         1
6485     130      5        2            0.106061                4.882802        1  1.463592e+09            0         0
6486     131      5        2            0.112782                4.890349        0  1.463680e+09            1         1
6487     134      5        2            0.111940                4.897840        0  1.463852e+09            0         2
6488     135      5        2            0.111111                4.905275        0  1.463939e+09            0         1
6489     136      5        2            0.110294                4.912655        0  1.464025e+09            0         1
6490     137      5        2            0.109489                4.919981        0  1.464112e+09            0         0
6491     138      5        2            0.108696                4.927254        0  1.464198e+09            0         1
6492     139      5        2            0.107914                4.934474        0  1.464284e+09            0         1
6493     140      5        2            0.107143                4.941642        0  1.464371e+09            0         0
6494     141      5        2            0.106383                4.948760        0  1.464457e+09            0         1
6495     142      5        2            0.105634                4.955827        0  1.464544e+09            0         1
6496     143      5        2            0.104895                4.962845        0  1.464630e+09            0         0
6497     144      5        2            0.104167                4.969813        0  1.464716e+09            0         1
6498     145      6        2            0.103448                4.976734        0  1.464803e+09            0         1
6499     146      6        2            0.102740                4.983607        0  1.464889e+09            0         1
6500     149      6        2            0.102041                4.990433        1  1.465235e+09            0         2
6501     149      6        2            0.108108                4.997212        1  1.465236e+09            1         0
6502     150      6        2            0.114094                5.003946        1  1.465321e+09            1         0
6503     151      6        2            0.120000                5.010635        1  1.465407e+09            1         1
6504     152      6        2            0.125828                5.017280        1  1.465494e+09            1         1
6505     154      6        2            0.131579                5.023881        0  1.465667e+09            1         2
6506     155      6        2            0.130719                5.030438        0  1.465754e+09            0         0
6507     156      6        2            0.129870                5.036953        0  1.465840e+09            0         0
6508     157      6        2            0.129032                5.043425        0  1.465926e+09            0         0
6509     158      6        2            0.128205                5.049856        0  1.466012e+09            0         1
6510     159      6        2            0.127389                5.056246        0  1.466099e+09            0         1
6511     160      6        2            0.126582                5.062595        0  1.466185e+09            0         1
6512     161      6        2            0.125786                5.068904        0  1.466272e+09            0         1
6513     162      6        2            0.125000                5.075174        0  1.466358e+09            0         1
6514     163      6        2            0.124224                5.081404        1  1.466444e+09            0         0
6515     164      6        2            0.129630                5.087596        1  1.466529e+09            1         0
6516     165      6        2            0.134969                5.093750        1  1.466615e+09            1         1
6517     166      6        2            0.140244                5.099866        1  1.466702e+09            1         1
6518     167      6        2            0.145455                5.105945        1  1.466788e+09            1         0
6519     168      6        2            0.150602                5.111988        1  1.466874e+09            1         1
6520     169      6        2            0.155689                5.117994        1  1.466961e+09            1         1
6521     170      6        2            0.160714                5.123964        1  1.467047e+09            1         0
6522     171      6        2            0.165680                5.129899        0  1.467135e+09            1         1
6523     172      6        2            0.164706                5.135798        0  1.467222e+09            0         1
6524     173      6        2            0.163743                5.141664        0  1.467308e+09            0         0
6525     174      7        3            0.162791                5.147494        0  1.467395e+09            0         1
6526     175      7        3            0.161850                5.153292        0  1.467481e+09            0         1
6527     176      7        3            0.160920                5.159055        0  1.467568e+09            0         1
6528     177      7        3            0.160000                5.164786        0  1.467654e+09            0         0
6529     179      7        3            0.159091                5.170484        0  1.467741e+09            0         1
6530     179      7        3            0.158192                5.176150        0  1.467827e+09            0         0
6531     180      7        3            0.157303                5.181784        0  1.467913e+09            0         1
6532     181      7        3            0.156425                5.187386        0  1.468000e+09            0         1
6533     182      7        3            0.155556                5.192957        0  1.468086e+09            0         1
6534     183      7        3            0.154696                5.198497        0  1.468173e+09            0         1
6535     184      7        3            0.153846                5.204007        0  1.468259e+09            0         0
6536     185      7        3            0.153005                5.209486        0  1.468345e+09            0         1
6537     186      7        3            0.152174                5.214936        0  1.468432e+09            0         1
6538     187      7        3            0.151351                5.220356        0  1.468518e+09            0         1
6539     188      7        3            0.150538                5.225747        0  1.468604e+09            0         1
6540     189      7        3            0.149733                5.231109        0  1.468691e+09            0         1
6541     192      7        3            0.148936                5.236442        0  1.468864e+09            0         2
6542     193      7        3            0.148148                5.241747        0  1.468950e+09            0         1
6543     194      7        3            0.147368                5.247024        0  1.469036e+09            0         1
6544     195      7        3            0.146597                5.252273        0  1.469123e+09            0         1
6545     196      7        3            0.145833                5.257495        0  1.469209e+09            0         1
6546     197      7        3            0.145078                5.262690        0  1.469296e+09            0         1
